Date,Open,High,Low,Close,Volume
2025-06-30 22:30:00,2495.57,2496.6,2483.31,2484.25,224534020.17682108
2025-06-30 22:00:00,2489.46,2495.7,2486.32,2495.58,1258981711.642376
2025-06-30 21:30:00,2494.04,2501.45,2487.38,2489.64,301929681.44123393
2025-06-30 21:00:00,2493.89,2499.5,2491,2494.03,1150050712.2579548
2025-06-30 20:30:00,2485.25,2495.76,2478.32,2493.94,3383069739.8869667
2025-06-30 20:00:00,2486.16,2497.44,2485,2485.25,22412203.408090543
2025-06-30 19:30:00,2491.36,2492.25,2485.32,2486.15,94092456.84067757
2025-06-30 19:00:00,2491.22,2495.76,2488.79,2491.47,2072328584.829133
2025-06-30 18:30:00,2491.81,2497.31,2488.94,2491.34,3104339045.717573
2025-06-30 18:00:00,2488.38,2495.1,2485.2,2491.82,1014310658.1608168
2025-06-30 17:30:00,2495.94,2500.15,2483.08,2488.53,357832807.7384575
2025-06-30 17:00:00,2503.45,2505.5,2494.37,2495.95,1030913284.0851706
2025-06-30 16:30:00,2514.07,2516.06,2502.21,2503.72,170627320.5149025
2025-06-30 16:00:00,2516.37,2522.8,2505.56,2514.07,2578856205.2472525
2025-06-30 15:30:00,2510.13,2519.73,2505.63,2516.47,1298994058.2285457
2025-06-30 15:00:00,2486.73,2518.98,2485.53,2510.13,450668033.9061305
2025-06-30 14:30:00,2492.92,2493.4,2480.15,2486.74,1108404876.7165024
2025-06-30 14:00:00,2488.54,2499.83,2483.68,2492.91,2728848969.0721016
2025-06-30 13:30:00,2481.76,2499.44,2477.5,2488.55,5230080801.654214
2025-06-30 13:00:00,2476.22,2487.7,2474.59,2481.8,2063716377.5436347
2025-06-30 12:30:00,2464.21,2478.57,2463.49,2476.04,2060146537.7345212
2025-06-30 12:00:00,2475.36,2483.03,2462.23,2464.21,2489655390.1712937
2025-06-30 11:30:00,2463.44,2489.19,2458.52,2475.33,831375647.3438321
2025-06-30 11:00:00,2439.13,2467.67,2436.09,2463.45,1900204509.1975663
2025-06-30 10:30:00,2459.28,2464.86,2433.97,2439.1,2082280530.1750903
2025-06-30 10:00:00,2463.21,2470.63,2450.78,2459.29,538717784.5532643
2025-06-30 09:30:00,2474.13,2475.75,2459.53,2463.21,3794366815.854892
2025-06-30 09:00:00,2460.78,2476.04,2460.63,2474.23,993814468.7769364
2025-06-30 08:30:00,2463.89,2466.51,2457.81,2460.98,149288008.72684819
2025-06-30 08:00:00,2459.01,2465.98,2458.85,2463.97,2847278616.243159
2025-06-30 07:30:00,2464.39,2467.4,2457.25,2459,1630701969.0827487
2025-06-30 07:00:00,2456.82,2468.39,2453.81,2464.39,1057465271.9891112
2025-06-30 06:30:00,2453.3,2458.7,2450.5,2457,1890948748.2763505
2025-06-30 06:00:00,2452.51,2455.47,2447.12,2453.31,1060703605.200287
2025-06-30 05:30:00,2472.74,2474.4,2451.02,2452.45,827839030.6772423
2025-06-30 05:00:00,2469.22,2477.4,2468.39,2472.74,1925979407.822765
2025-06-30 04:30:00,2476.47,2477.3,2466.79,2469.13,1031874988.6505947
2025-06-30 04:00:00,2481.06,2486.92,2473.62,2476.6,111596138.37137769
2025-06-30 03:30:00,2476.81,2483.81,2472.72,2481.06,2371142059.267608
2025-06-30 03:00:00,2465.1,2478.41,2461.14,2476.91,1453967062.1564426
2025-06-30 02:30:00,2498.72,2500.59,2457.11,2465.25,1073613886.6307982
2025-06-30 02:00:00,2503.63,2504.57,2498.69,2498.73,128605302.15443277
2025-06-30 01:30:00,2497.77,2504.09,2495.27,2503.63,1068273237.8052177
2025-06-30 01:00:00,2496.05,2501.86,2492.04,2497.94,214599403.0737782
2025-06-30 00:30:00,2502.38,2503.63,2495.02,2496.42,125724034.73227462
2025-06-30 00:00:00,2500.34,2506.67,2499.51,2502.39,1085413875.966724
2025-06-29 23:30:00,2496.62,2504.07,2496.48,2500.39,1052109425.4290509
2025-06-29 23:00:00,2502.11,2505.76,2496.01,2496.73,1162120882.7453792
2025-06-29 22:30:00,2506.99,2509.53,2500,2501.98,2221038483.2753253
2025-06-29 22:00:00,2511.7,2512.32,2505.87,2507,1258369185.397376
2025-06-29 21:30:00,2510.69,2520.15,2507.99,2511.67,2383811243.8165298
2025-06-29 21:00:00,2519.58,2520.64,2505.43,2510.69,2996884093.4990687
2025-06-29 20:30:00,2516.53,2524.85,2511.42,2519.57,1839036276.5918555
2025-06-29 20:00:00,2500.7,2521.33,2500.56,2516.56,326222081.6948375
2025-06-29 19:30:00,2506.64,2510.98,2498.16,2500.69,3337577472
2025-06-29 19:00:00,2502.36,2526.27,2495.42,2506.77,540263371.8713034
2025-06-29 18:30:00,2479.06,2511,2471.62,2502.46,7302864896
2025-06-29 18:00:00,2432.18,2480.61,2431.28,2479.06,3777509376
2025-06-29 17:30:00,2433.05,2440.2,2430.9,2432.18,3221057536
2025-06-29 17:00:00,2433.1,2437.33,2413.36,2433.06,3401219584
2025-06-29 16:30:00,2435.63,2436.66,2433.09,2433.1,39557898.56169529
2025-06-29 16:00:00,2438.72,2439.78,2433.78,2435.64,46924538.608714595
2025-06-29 15:30:00,2439.46,2440.08,2435.76,2438.72,101980568.21139418
2025-06-29 15:00:00,2438.7,2439.65,2434.2,2439.65,995645119.3133501
2025-06-29 14:30:00,2442.2,2443.79,2438.69,2438.69,2041898734.059151
2025-06-29 14:00:00,2439.88,2443.46,2434.87,2442.21,1004933920.2278938
2025-06-29 13:30:00,2437.43,2440.47,2433.5,2439.88,993313931.5921952
2025-06-29 13:00:00,2439.97,2441.26,2436.67,2437.44,1028357487.0117018
2025-06-29 12:30:00,2433.86,2440.8,2430.52,2439.93,1136997252.7411032
2025-06-29 12:00:00,2437.79,2441.04,2430.05,2433.85,862663122.878969
2025-06-29 11:30:00,2441.15,2445.56,2433.14,2437.84,1414230807.4155915
2025-06-29 11:00:00,2441.02,2444.04,2438.23,2441.15,138477611.4020448
2025-06-29 10:30:00,2447.42,2447.45,2436.93,2441.03,2540040700.853909
2025-06-29 10:00:00,2448.02,2452.67,2446.02,2447.42,90503727.44231245
2025-06-29 09:30:00,2453.67,2453.89,2447.18,2448.03,1074450743.0113401
2025-06-29 09:00:00,2455.93,2457.69,2452.51,2453.67,982169446.3129703
2025-06-29 08:30:00,2455.11,2457.48,2450.47,2455.88,2029303431.789218
2025-06-29 08:00:00,2463.17,2464.46,2452.56,2455.1,1902966740.813289
2025-06-29 07:30:00,2455.65,2464.99,2455.65,2463.15,1014395813.1440831
2025-06-29 07:00:00,2457.7,2458.69,2453.4,2455.65,1085617916.7711308
2025-06-29 06:30:00,2455.7,2459.09,2448.54,2457.7,1269888643.8502312
2025-06-29 06:00:00,2449.18,2460,2448.95,2455.3,1994262704.8218286
2025-06-29 05:30:00,2449.44,2458.57,2446.75,2448.99,2070382213.7787519
2025-06-29 05:00:00,2444.64,2451.5,2440.09,2449.44,309998039.5405585
2025-06-29 04:30:00,2440.82,2448.33,2439.93,2444.59,1041056340.677046
2025-06-29 04:00:00,2441.7,2444.76,2439.19,2440.83,930168046.8215046
2025-06-29 03:30:00,2439.84,2441.67,2435.94,2441.67,343877008.0867875
2025-06-29 03:00:00,2437.8,2441.15,2437.02,2439.84,427213339.2903684
2025-06-29 02:30:00,2434.04,2438.65,2433.53,2437.8,13674164.72133394
2025-06-29 02:00:00,2434.81,2436.39,2433.16,2434.03,292215950.6467246
2025-06-29 01:30:00,2430,2435.8,2428.99,2434.69,10230388.28368428
2025-06-29 01:00:00,2430.82,2431.8,2428.73,2430,94841585.98188017
2025-06-29 00:30:00,2429.88,2431.71,2429.28,2430.81,33761220.31634622
2025-06-29 00:00:00,2428.91,2432.35,2427.67,2429.88,19640451.825691245
2025-06-28 23:30:00,2432.57,2433.06,2427.91,2428.91,940804935.5685636
2025-06-28 23:00:00,2433.18,2434.12,2431.44,2432.57,56933584.57931477
2025-06-28 22:30:00,2429.89,2434.57,2429.31,2433.06,970018836.8703415
2025-06-28 22:00:00,2431,2431.77,2425.6,2429.89,951974652.518587
2025-06-28 21:30:00,2435.09,2436.48,2429.45,2431,928957461.7315811
2025-06-28 21:00:00,2439.64,2440.08,2434.64,2435.08,864321260.9827472
2025-06-28 20:30:00,2438.63,2443.74,2437.21,2439.64,1854720758.9909422
2025-06-28 20:00:00,2437.08,2441.33,2433.12,2438.65,976051046.3000355
2025-06-28 19:30:00,2439.08,2439.17,2436.35,2437.08,15224188.346473787
2025-06-28 19:00:00,2441.45,2443.42,2438.32,2439.09,113767593.8626312
2025-06-28 18:30:00,2439.53,2442.48,2436.98,2441.44,1032868352
2025-06-28 18:00:00,2437.66,2441.52,2434.87,2439.42,1074964992
2025-06-28 17:30:00,2432.57,2439.43,2431.63,2437.67,2824939656.1306453
2025-06-28 17:00:00,2430.63,2433.47,2429.39,2432.57,131044381.7755871
2025-06-28 16:30:00,2432.47,2434.91,2429.04,2430.63,1001555456
2025-06-28 16:00:00,2434.19,2435.75,2428.27,2432.37,142834402.22309756
2025-06-28 15:30:00,2437.38,2437.66,2432.4,2433.98,1914463467.0096686
2025-06-28 15:00:00,2438.47,2441.21,2435.23,2437.56,1177003.432862481
2025-06-28 14:30:00,2439.46,2441.49,2434.32,2438.47,890290504.4114419
2025-06-28 14:00:00,2445.17,2447,2437.87,2439.61,1377590479.0308523
2025-06-28 13:30:00,2437.32,2448.97,2436.14,2445.16,16159913.5982627
2025-06-28 13:00:00,2436.22,2440.35,2434.21,2437.32,13290357.115960699
2025-06-28 12:30:00,2438.1,2441.88,2432.84,2436.22,944981301.2133348
2025-06-28 12:00:00,2437.39,2444.8,2432.94,2438.05,1966954317.8082032
2025-06-28 11:30:00,2426.23,2443.86,2426.23,2437.31,2355543.3272137768
2025-06-28 11:00:00,2427.27,2428.94,2424.64,2426.22,5677478.7948736055
2025-06-28 10:30:00,2427.84,2428.89,2426.04,2427.27,2201864.1976571735
2025-06-28 10:00:00,2424.25,2429.06,2424.06,2427.84,917691939.9540491
2025-06-28 09:30:00,2425.6,2425.85,2420.55,2424.25,944551612.2063851
2025-06-28 09:00:00,2427.42,2430.99,2424.11,2425.33,949208847.1138726
2025-06-28 08:30:00,2425.41,2429.15,2425.4,2427.42,904864109.2462413
2025-06-28 08:00:00,2428.5,2429.3,2423.87,2425.41,960844850.0290076
2025-06-28 07:30:00,2429.43,2429.79,2427.54,2428.49,49597067.45452529
2025-06-28 07:00:00,2427.47,2430.17,2427.17,2429.43,19592772.527802892
2025-06-28 06:30:00,2431.01,2431.59,2424.85,2427.48,47528623.8621229
2025-06-28 06:00:00,2428.02,2431.25,2426.6,2431.01,37419622.84081264
2025-06-28 05:30:00,2425.24,2429.99,2425.24,2428.26,956060084.4914353
2025-06-28 05:00:00,2425.73,2426.14,2421.05,2425.25,11043146.417540899
2025-06-28 04:30:00,2425.51,2426.93,2422.81,2425.76,2806613471.506487
2025-06-28 04:00:00,2433.08,2433.67,2421.19,2425.52,67613098.75373437
2025-06-28 03:30:00,2428.06,2435.89,2427.49,2432.83,1711534.482274881
2025-06-28 03:00:00,2428.56,2430.09,2425.33,2428.38,811666.3742576463
2025-06-28 02:30:00,2427.3,2428.68,2424.82,2428.56,47871790.46149459
2025-06-28 02:00:00,2423.69,2427.92,2422.99,2427.39,299038911.1398166
2025-06-28 01:30:00,2425.23,2427.1,2419.85,2423.48,84477734.46649334
2025-06-28 01:00:00,2422.21,2429.83,2422.21,2425.23,1010277376.4583488
2025-06-28 00:30:00,2422.4,2422.62,2420.04,2422.25,3636787.696676383
2025-06-28 00:00:00,2421.97,2423.33,2418.69,2422.44,99761531.75045566
2025-06-27 23:30:00,2421.83,2423.63,2419.61,2421.92,292253217.6318009
2025-06-27 23:00:00,2420,2423.7,2417.8,2421.83,8109905.490884072
2025-06-27 22:30:00,2422.26,2423.61,2419.73,2419.99,1017207854.6998682
2025-06-27 22:00:00,2419.03,2422.6,2415.97,2422.26,21586024.772893913
2025-06-27 21:30:00,2413.48,2420.51,2407.03,2419.02,2492323455.684031
2025-06-27 21:00:00,2419.31,2421.11,2410.7,2413.48,1989246450.754169
2025-06-27 20:30:00,2421.54,2424.39,2418.24,2419.22,1062107570.2133322
2025-06-27 20:00:00,2424.24,2425.16,2418,2421.54,1028087376.1500883
2025-06-27 19:30:00,2417.93,2425.15,2415.61,2424.2,364828811.17713416
2025-06-27 19:00:00,2423.73,2426.01,2417.48,2417.94,1179936130.5832613
2025-06-27 18:30:00,2422.66,2426.3,2420.83,2423.74,1561068523.0148473
2025-06-27 18:00:00,2420.77,2425.71,2420.47,2422.63,2173845504
2025-06-27 17:30:00,2429.07,2430.87,2419.6,2420.64,4676461908.757535
2025-06-27 17:00:00,2427.66,2430.72,2417.95,2429.08,3354965916.788079
2025-06-27 16:30:00,2423.69,2429.28,2421.59,2427.59,1555142656
2025-06-27 16:00:00,2413.76,2425.99,2412.39,2423.68,6857046016
2025-06-27 15:30:00,2407.75,2418.61,2404.99,2414.17,1672782515.339063
2025-06-27 15:00:00,2395.84,2411.93,2392.87,2407.76,4124602368
2025-06-27 14:30:00,2398.6,2402.18,2389.17,2396.07,3689993216
2025-06-27 14:00:00,2405.52,2409.55,2396.17,2398.63,5796267008
2025-06-27 13:30:00,2417.53,2420.25,2396.03,2405.57,1029133438.4829453
2025-06-27 13:00:00,2434.18,2434.92,2415.89,2417.57,302673317.3639705
2025-06-27 12:30:00,2436.79,2451.3,2433.18,2434.22,758254478.5554353
2025-06-27 12:00:00,2439.9,2442.06,2432.93,2436.78,2309000372.8085747
2025-06-27 11:30:00,2431.43,2444.53,2429.82,2439.86,683739012.9197938
2025-06-27 11:00:00,2424.06,2432.42,2420.41,2431.3,1056252273.2177376
2025-06-27 10:30:00,2421.32,2429.01,2414.69,2424.07,1261465877.2612777
2025-06-27 10:00:00,2428.95,2438.87,2417.92,2421.28,1264553479.9003565
2025-06-27 09:30:00,2426.92,2437.02,2418.01,2429.53,2326432246.109374
2025-06-27 09:00:00,2430.84,2437.97,2423.21,2426.96,2346231532.1335926
2025-06-27 08:30:00,2453.58,2453.89,2427.55,2430.85,1018008268.3534515
2025-06-27 08:00:00,2448.05,2457.68,2444.72,2453.58,41253711.77844856
2025-06-27 07:30:00,2444.79,2448.08,2443.35,2448.05,3018838575.2409844
2025-06-27 07:00:00,2446.93,2455.91,2444.4,2444.78,1086997182.1426132
2025-06-27 06:30:00,2452.55,2454.81,2446.13,2447.02,1078441904.5651462
2025-06-27 06:00:00,2461.83,2462.75,2448.21,2452.55,2283827749.9349327
2025-06-27 05:30:00,2449.15,2464,2449.15,2461.84,2352125496.9221706
2025-06-27 05:00:00,2449.59,2455.38,2442.97,2449.06,2003907787.9257274
2025-06-27 04:30:00,2439.18,2464.69,2438.47,2449.5,2105505295.9507527
2025-06-27 04:00:00,2443.57,2446.33,2436.73,2439.19,2306421128.5011806
2025-06-27 03:30:00,2447.01,2447.08,2438.65,2443.46,1879463587.4441447
2025-06-27 03:00:00,2449.69,2460.58,2445.25,2447.01,4449146.8602514705
2025-06-27 02:30:00,2442.32,2451.6,2440.62,2449.8,227148975.2362023
2025-06-27 02:00:00,2440.53,2448.71,2437.76,2442.29,1958517592.1877952
2025-06-27 01:30:00,2438.12,2442.21,2436.01,2440.54,2373670982.7755337
2025-06-27 01:00:00,2451.12,2454.09,2436.62,2438.12,990518334.648878
2025-06-27 00:30:00,2450.51,2454.71,2449.81,2450.98,2234376962.2443743
2025-06-27 00:00:00,2448.03,2452.15,2440.8,2450.44,2017943981.2744124
2025-06-26 23:30:00,2442.72,2450.08,2441.64,2448.02,1031706034.8221965
2025-06-26 23:00:00,2439,2446.2,2433.82,2442.48,839432058.0642478
2025-06-26 22:30:00,2432.65,2441.15,2431.56,2439,87000821.58793893
2025-06-26 22:00:00,2427.7,2435.16,2424.66,2432.64,935989427.5308661
2025-06-26 21:30:00,2423.72,2433.2,2422.45,2427.71,1754970972.3957465
2025-06-26 21:00:00,2401.68,2428.45,2381.26,2423.72,3061231450.5435076
2025-06-26 20:30:00,2420.58,2421.75,2400.87,2401.68,286595909.8814799
2025-06-26 20:00:00,2417.21,2422.83,2415.87,2420.59,1016758875.4876295
2025-06-26 19:30:00,2416.15,2418.5,2413.03,2417.4,1070941144.5932118
2025-06-26 19:00:00,2414.7,2418.48,2406.99,2416.29,1120228091.1245453
2025-06-26 18:30:00,2421.11,2422.88,2412.99,2414.69,2348274578.3463583
2025-06-26 18:00:00,2414.88,2425.42,2412.84,2420.98,3259079680
2025-06-26 17:30:00,2427.65,2431.94,2395,2415.06,2915836928
2025-06-26 17:00:00,2446.74,2446.99,2418.71,2427.66,1068235716.5218939
2025-06-26 16:30:00,2444.64,2458.79,2443.63,2446.66,1176143774.3741562
2025-06-26 16:00:00,2436.45,2446.15,2431.16,2444.64,1245817260.9313934
2025-06-26 15:30:00,2430.62,2443.8,2430.2,2436.56,1121950300.4993296
2025-06-26 15:00:00,2426.39,2436.16,2423.61,2430.61,1836120144.7537117
2025-06-26 14:30:00,2426.99,2429.8,2420.51,2426.35,1160979488.4320452
2025-06-26 14:00:00,2421.89,2443.4,2418.93,2427.14,1492888575.0698674
2025-06-26 13:30:00,2427.63,2431.38,2420.61,2421.87,989120481.7388527
2025-06-26 13:00:00,2428.74,2437.11,2422.28,2427.67,1714974405.2423685
2025-06-26 12:30:00,2430.63,2431.36,2419.21,2428.57,499632886.82793754
2025-06-26 12:00:00,2434.51,2438.4,2424.48,2430.8,956716701.0463706
2025-06-26 11:30:00,2418.67,2438.04,2410.38,2434.51,1743922245.9817975
2025-06-26 11:00:00,2447.61,2450.56,2416.02,2418.97,1271216519.994432
2025-06-26 10:30:00,2436.24,2460.87,2435.84,2447.74,1376541527.2646956
2025-06-26 10:00:00,2434.33,2439.28,2423.13,2436.52,969675506.7140604
2025-06-26 09:30:00,2440.57,2447.2,2425.4,2434.33,1081358973.2012646
2025-06-26 09:00:00,2441.24,2445.06,2428.02,2440.48,1059589657.188549
2025-06-26 08:30:00,2444.4,2453.55,2435.76,2441.24,2980926565.5838604
2025-06-26 08:00:00,2451.49,2455.78,2435.14,2444.4,2187099686.289559
2025-06-26 07:30:00,2448.26,2453.94,2443.87,2451.48,35201435.33723346
2025-06-26 07:00:00,2452.13,2455.28,2440.62,2448.2,3422174323.1268544
2025-06-26 06:30:00,2460.96,2463.12,2447.35,2452.13,1688286674.0484924
2025-06-26 06:00:00,2464.58,2468.53,2453.52,2460.97,2040585732.8612533
2025-06-26 05:30:00,2473.23,2476.34,2463.78,2464.76,971393875.2134134
2025-06-26 05:00:00,2488.2,2490.28,2469.01,2473.22,2269568623.26101
2025-06-26 04:30:00,2491.48,2496.37,2485.79,2488.1,1008779151.49318
2025-06-26 04:00:00,2491.22,2501.97,2490.82,2491.59,2840188752.364328
2025-06-26 03:30:00,2494.92,2502,2489.41,2491.35,952689889.7639636
2025-06-26 03:00:00,2488.43,2499.5,2481.57,2495.15,1199690298.1389515
2025-06-26 02:30:00,2481.35,2490.86,2480.2,2488.51,119723241.71519281
2025-06-26 02:00:00,2477.07,2488.21,2474.75,2481.35,2629874750.2267523
2025-06-26 01:30:00,2476.07,2478.8,2468.38,2477.07,890659918.4308585
2025-06-26 01:00:00,2481.64,2485.25,2473,2476.09,1838874009.9004874
2025-06-26 00:30:00,2477.42,2488.1,2471.6,2481.64,922220134.216814
2025-06-26 00:00:00,2490.62,2492.8,2475.63,2477.5,95919928.86290069
2025-06-25 23:30:00,2493.54,2496.03,2484.17,2490.47,1962406171.437939
2025-06-25 23:00:00,2494.5,2521.67,2491.68,2492.86,3790095167.8797255
2025-06-25 22:30:00,2470.16,2503.42,2460.32,2494.33,1000187371.9023291
2025-06-25 22:00:00,2460.71,2476.73,2460.71,2470.01,953568806.9980556
2025-06-25 21:30:00,2442.78,2476.44,2438.09,2460.71,1546421155.5630522
2025-06-25 21:00:00,2428.2,2446,2420.74,2442.79,967956189.7493105
2025-06-25 20:30:00,2422.62,2430.43,2418.5,2428.1,495598064.6575081
2025-06-25 20:00:00,2420.09,2429.75,2419.05,2422.62,2034325921.6255639
2025-06-25 19:30:00,2416.66,2421.16,2414.72,2420.09,1010870751.09344
2025-06-25 19:00:00,2417.48,2419.83,2409.43,2416.66,936972042.5709472
2025-06-25 18:30:00,2420.27,2420.99,2410.43,2417.49,1870148707.4482825
2025-06-25 18:00:00,2431.97,2432.59,2418.72,2420.28,1716020280.9810135
2025-06-25 17:30:00,2431.42,2439.29,2428.44,2432.2,3894608896
2025-06-25 17:00:00,2439.83,2455.78,2430.09,2431.47,3135379456
2025-06-25 16:30:00,2430.25,2443.87,2427.24,2440.26,3328886784
2025-06-25 16:00:00,2433.88,2437.17,2428.67,2430.36,84623692.08822197
2025-06-25 15:30:00,2437.03,2437.46,2427.37,2434.28,1864431868.5093882
2025-06-25 15:00:00,2419.88,2440.79,2419.48,2437.03,1908426668.3856251
2025-06-25 14:30:00,2417.06,2422.69,2412.9,2419.7,426150656.2028487
2025-06-25 14:00:00,2424.01,2425.67,2416.56,2417.35,2123612514.6712978
2025-06-25 13:30:00,2425.07,2427.61,2408.58,2424.01,1053699007.7807269
2025-06-25 13:00:00,2412.04,2433.18,2409.48,2425.16,2407790114.073969
2025-06-25 12:30:00,2420.15,2422.8,2402.49,2412.04,772925372.4281104
2025-06-25 12:00:00,2407.12,2422.16,2406.54,2420.07,1386356624.236019
2025-06-25 11:30:00,2414.43,2417.3,2398.49,2407.13,2353426550.0275464
2025-06-25 11:00:00,2433.47,2434.11,2402.98,2414.18,1876249712.778705
2025-06-25 10:30:00,2406.16,2445,2402.28,2433.73,3115625193.01755
2025-06-25 10:00:00,2436.6,2443.21,2391.15,2406.09,1406648923.5632956
2025-06-25 09:30:00,2442.36,2446.75,2425.7,2436.37,1895682666.6599424
2025-06-25 09:00:00,2430.4,2447.69,2425.01,2442.2,443646403.66573286
2025-06-25 08:30:00,2419.33,2430.97,2416.19,2430.21,4097571680.922297
2025-06-25 08:00:00,2430.4,2430.81,2417.32,2419.32,802827727.3160142
2025-06-25 07:30:00,2421.87,2431.76,2420.65,2430.48,919433736.3952541
2025-06-25 07:00:00,2427.87,2430.64,2414.2,2422.17,923428898.6541172
2025-06-25 06:30:00,2432.74,2432.74,2423.62,2427.87,3143650991.567073
2025-06-25 06:00:00,2421.86,2432.98,2415.81,2432.75,2305145839.2118673
2025-06-25 05:30:00,2442.3,2445.75,2409,2421.91,187572063.8295032
2025-06-25 05:00:00,2440.99,2449.48,2438.48,2442.15,1525686311.756225
2025-06-25 04:30:00,2435.43,2440.9,2425.84,2440.9,1194971234.5176232
2025-06-25 04:00:00,2446.06,2447.49,2435.13,2435.56,330608099.05251974
2025-06-25 03:30:00,2450.03,2452.46,2444.59,2446.02,670319447.9967355
2025-06-25 03:00:00,2446.06,2452.02,2441.57,2449.71,758596759.4666411
2025-06-25 02:30:00,2442.56,2446.73,2439.37,2446.07,1067058601.9768536
2025-06-25 02:00:00,2430.7,2444.71,2427.77,2442.54,1129864324.1586199
2025-06-25 01:30:00,2431.43,2437.74,2428.19,2430.71,2718431846.1785645
2025-06-25 01:00:00,2436.74,2441.9,2425.58,2431.5,873823286.4497446
